
0,-1524.0,1935.0,3614.0,112065.0
0,-281.0,1945.0,4012.0,114752.53
0,542.0,818.0,4281.0,114752.53
0,789.0,-634.0,4403.0,115853.24
0,-170.0,33.0,4031.0,113666.66
0,1715.0,771.0,4218.0,115301.03
0,1137.0,1998.0,4273.0,114207.78
0,-495.0,372.0,4353.0,114207.78
0,-607.0,-230.0,3972.0,112595.32
0,335.0,528.0,4070.0,114752.53
0,1538.0,776.0,4007.0,113666.66
0,41.0,190.0,4510.0,111538.22
0,38.0,191.0,4385.0,113666.66
1,-1369.0,1698.0,6340.0,113666.66
1,-1678.0,2742.0,5026.0,120410.53
1,-2996.0,2562.0,4733.0,118671.89
1,-3155.0,3741.0,4842.0,118100.35
1,-2598.0,3218.0,4610.0,114752.53
1,-1634.0,2783.0,4634.0,119826.92
1,-2793.0,2855.0,4922.0,119826.92
1,-2334.0,2600.0,4876.0,118100.35
1,1431.0,4291.0,4593.0,114752.53
1,2860.0,2627.0,5049.0,120410.53
1,2693.0,2712.0,4695.0,118100.35
1,3623.0,3692.0,4819.0,117532.76
1,3007.0,3922.0,4320.0,115301.03
1,3252.0,3048.0,5459.0,118671.89
1,3294.0,2476.0,5620.0,118100.35
1,2602.0,2180.0,5416.0,119247.39
1,-871.0,2504.0,5945.0,115301.03
1,-236.0,3109.0,5139.0,119826.92
1,-1505.0,4146.0,4773.0,118100.35
1,-2992.0,4136.0,5087.0,119826.92
1,-1840.0,4614.0,4984.0,120410.53
1,-2247.0,3662.0,3955.0,116969.06
1,-1411.0,2965.0,4031.0,116409.25
1,-1877.0,2773.0,5237.0,117532.76
2,-3193.0,517.0,-660.0,115853.24
2,-1249.0,614.0,-1291.0,119826.92
2,-590.0,-312.0,-1379.0,116969.06
2,-2074.0,152.0,-576.0,120998.25
2,-548.0,-759.0,-971.0,116969.06
2,-1792.0,75.0,-1551.0,120998.25
2,-1229.0,-272.0,-1372.0,117532.76
2,4105.0,-10.0,-15.0,116969.06
2,-137.0,-1744.0,-1521.0,120410.53
2,270.0,-976.0,-1885.0,118100.35
2,-624.0,-1525.0,-1478.0,120998.25
2,491.0,-2469.0,-2093.0,120410.53
2,122.0,-2568.0,-969.0,119247.39
2,191.0,-2266.0,-776.0,119247.39
2,-2940.0,169.0,-7.0,115301.03
2,358.0,626.0,-2222.0,115853.24
2,-1216.0,692.0,-2015.0,116409.25
2,-1382.0,987.0,-1360.0,122186.17
2,-975.0,110.0,-1972.0,121590.11
2,-2247.0,692.0,-834.0,115853.24
2,-2016.0,-464.0,-722.0,119826.92
2,93.0,-3669.0,-1755.0,118671.89
2,-1779.0,-2984.0,-322.0,117532.76
2,2346.0,-558.0,1750.0,116969.06
2,3385.0,2.0,-463.0,117532.76
2,1034.0,-2866.0,999.0,116409.25
2,-436.0,-1198.0,-890.0,118100.35
